,AB,AGU,AK,AL,AR,AZ,BC,BCN,BCS,CA,CAM,CHI,CHP,CO,COA,COL,CT,DC,DE,DUR,FED,FL,GA,GTO,GUE,HID,IA,ID,IL,IN,JAL,KS,KY,LA,MA,MB,MCH,MD,ME,MEX,MI,MN,MO,MOR,MS,MT,NAY,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NT,NU,NV,NVL,NY,OAX,OH,OK,ON,OR,PA,PE,PUE,QC,QUE,RI,SC,SD,SIN,SK,SLP,SON,TAB,TAM,TLA,TN,TX,UT,VA,VER,VT,WA,WI,WV,WY,YT,YUC,ZAC
ON,2702.18848037208,3210.14106858281,4039.45033206105,1393.57021174126,1486.94014730579,3037.72604854272,3384.0990137054,3350.50464136576,3549.18249474988,3532.39735323814,2842.4642376032,2900.83092243007,3257.75249134271,2159.72442798672,2815.69600380397,3534.46242027185,591.214046728932,568.51052060967,600.430270627939,3172.16127511278,3259.84694466922,1534.23229460635,1186.02636941398,3227.24395911709,3460.80147147757,3175.78992586131,1183.1564883128,2936.26626353887,953.21166771197,709.887420788906,3381.63417276425,1449.97144529913,764.867163641596,1800.18291207796,695.809558272743,1511.78310103336,2918.1319988073,578.771768069589,774.22906858821,3300.90850396131,430.139133343545,1097.04825335423,1209.15364144916,3314.64463039709,1576.07850498703,2560.29817655083,3403.05602866631,1038.76471751143,882.34561363513,1703.63771910096,1456.53359670718,639.047525972485,545.372246942331,2113.7614986827,2426.34659651175,1265.38073374726,3064.46899543249,2334.27208864971,3369.34417033979,2751.88210931354,474.038616201361,3374.38559261526,510.458930504383,1793.30165417895,0,3432.04146953036,435.575789905646,1311.01427137127,3249.9373814393,728.767299184156,3218.31387944765,686.033772736242,1086.48325654215,1671.64200817343,3291.09094303681,2039.57807647959,3106.95594642317,3227.70785147269,3122.50941829334,2855.56240594366,3222.95048807405,1045.79761298651,2198.7532439822,2677.35030241186,704.725835044294,3138.57077424362,551.237898538796,3375.23865621518,808.582954185475,623.668050953108,2097.83846360926,4076.46743622978,2694.5452840246,3146.7646464555
OR,1179.27455147811,3183.60011509673,1675.88887822006,3445.37845783082,2838.16098529385,1583.88927534916,389.188020822396,1511.470770961,2579.45258531312,718.239602780411,4082.25782336568,2347.51428343372,4189.0732108588,1588.85011678911,2930.97955617021,3363.891345564,4022.17980589779,3813.16445827636,3919.75266049827,2854.68243507591,3587.66346934189,3726.35083339296,3510.05012479034,3321.0590399558,3745.22139826693,3547.50380898276,2400.05804547241,563.638139388311,2782.12423539592,3058.24256500991,3243.0614902839,2342.54195524865,3232.12405246529,3201.73752107372,4120.49353191693,2012.77778328993,4346.06902423087,3852.42835210916,4138.53561662452,3571.60060853136,3068.82346050559,2343.86883538734,2639.45527078077,3630.24946507952,3152.49354220046,873.7639903414,3085.02809865098,4308.37101887746,3846.3243790427,1730.59957741955,2185.84834133432,4049.78761350228,3928.9251206897,5225.45952668769,1772.12218313539,4581.19501450657,2023.12349449475,3936.1879556594,695.88226158558,2952.89403899034,3903.35400188546,3942.54661751329,3298.37934493797,2396.02021854666,3432.04146953036,0,3762.87552144181,4550.04488639215,3678.9037188215,3941.82648615175,3409.15765984891,4116.16730831273,3757.99832006324,1791.36042566346,2641.76242716233,1504.18234216291,3230.72152929674,2055.45450340116,4089.76733181548,3194.91900008771,3651.4414224435,3185.34896538182,2741.6513613319,1018.75295008909,3849.06984156048,3705.53121090961,3930.79687157428,233.29700650056,2681.6778113264,3481.61475968235,1536.63941160258,1924.19414717184,4048.9487604629,3083.99866116827
PA,3103.39350477292,3146.50406732308,4456.79011416113,1215.3603344417,1489.2759531626,3202.65684293801,3744.98124808155,3524.54585030392,3588.80720186842,3797.68924682135,2612.41393042391,2956.14412580827,3042.7787862967,2386.33085563781,2776.3121512174,3461.7394801525,390.194942542415,151.351358272314,169.608968345047,3156.8580532272,3137.01579313793,1280.27867563071,983.486024820918,3143.4391462362,3327.21631264192,3054.05231330754,1411.60179645594,3244.64874703753,1088.81676097361,792.614007019488,3317.94390910703,1613.17300191539,726.460377894723,1690.80830918592,539.213252610279,1909.56493758026,2651.75338368624,146.742966730314,736.984866215692,3183.07226936473,695.625432198905,1424.09336990283,1326.23691767015,3188.7459018191,1482.303581122,2899.12430559404,3363.83549083189,1044.0800834555,521.319023926725,2051.23272869695,1673.7959107455,551.235976743443,179.665551044532,2092.65632768254,2587.13015231768,1192.91522326218,3497.81748578172,2667.50933451182,3635.83183808527,2707.01846193326,372.001684368244,3205.29655263121,521.614767520074,1882.47158926913,435.575789905646,3762.87552144181,0,1295.44497705773,3112.4634437516,860.146645862377,3120.47769162576,490.874930167248,787.001994305064,1976.66187935051,3311.66301978939,2426.34129470926,3030.97165456814,3329.34602283045,2912.45044609607,2773.92737118392,3087.9888511779,977.468931800904,2187.75470698856,2941.72673575232,306.510140241023,2989.80267537374,568.162272895207,3724.35115204004,1084.12244195059,460.13879037932,2348.95268624368,4501.05601061091,2458.77859366266,3095.42830639407
PE,3618.95087893728,4438.82588659829,4783.21190173858,2504.5464970621,2756.59570177737,4338.99041413766,4426.07881517436,4646.99398992043,4844.23216818357,4756.9423513586,3848.37865705041,4200.55581592035,4285.25266941281,3440.06089607187,4064.27653739677,4754.54804288315,911.79292915856,1398.31254479233,1281.14562082609,4438.30520375259,4426.01948220754,2532.56206368757,2270.68297576334,4436.75986256174,4612.66370608164,4343.58846444535,2480.72983613891,4110.58265056497,2261.42877173247,1999.08699433064,4610.22505644374,2759.47563348662,1994.69012678013,2985.45667575629,765.107187663427,2540.58310228574,3847.93145153805,1357.21635365088,563.638678126364,4472.95836316951,1739.54737413464,2324.17235205066,2516.70816353556,4476.84487368194,2776.14301164184,3688.20539197863,4652.25188187413,272.331656294215,1740.37432728711,2855.11735367435,2753.10001724328,745.33462256752,1155.48767026084,807.683451476989,3731.61022023809,181.461953781808,3647.89599423009,1974.01521504359,4594.90481248201,3996.13112367284,933.185173734403,4477.02068752946,1752.99410427922,3098.85776990652,1311.01427137127,4550.04488639215,1295.44497705773,0,4397.71202604764,624.429078372491,4413.25592707046,824.161407434841,2033.91390965222,2893.18475632918,4577.72042714456,3062.19597532693,4324.23706236947,4536.19209486658,4160.63263535385,4067.56120153247,4374.09998112176,2262.5274315026,3465.30055465584,3917.15579197291,1525.87586490524,4271.91464386018,772.113677567908,4450.69993722133,2098.00611893572,1751.06277558463,3361.63972628703,4746.89740454507,3692.42720322268,4386.08526526881
PUE,4050.99422699804,532.435258126931,5252.58872269682,1897.98632024947,1838.79100144211,2114.21659115336,3969.82280812393,2292.87982604552,1376.51425281099,3123.78185036251,808.321030216112,1334.66451966648,593.346298459946,2389.40523806131,767.304033722427,583.204350517771,3488.09072163726,3001.74594647549,3119.73209090344,869.603305847405,109.275052486701,1888.15281520278,2130.68313595841,389.643942989436,215.561748577685,132.476185207974,2541.59473312305,3205.79717109713,2445.8722076523,2574.14145270069,570.587496142766,2235.0037625344,2485.81674376796,1450.98013945504,3634.03841542094,3426.01501417712,1042.61614580403,3042.65406120339,3847.54049578177,157.597871898067,2926.26366787378,2915.92094487028,2246.17419746374,111.357873643896,1676.08351517257,3309.53585660581,752.463050947878,4154.28880187204,2669.75471786111,3093.99263975595,2421.46075570934,3661.28179494652,3244.17318220519,5172.24439709413,1998.99510566,4275.29667422339,4977.78302847546,5442.54858822798,3048.87970007924,767.820664630947,3483.32222168289,264.281338812464,2740.31583291807,1828.35083467594,3249.9373814393,3678.9037188215,3112.4634437516,4397.71202604764,0,3940.8948864199,288.615092345435,3575.73799403137,2375.56465040144,2819.64222726728,1146.265319548,3533.90820727723,452.125590370848,1710.17761314761,566.675687870995,530.886266400005,31.7677855901918,2205.18680762758,1248.6575283093,2744.06345262135,2876.70647038223,143.433117121339,3672.57651313458,3835.09048711562,2793.66477131266,2675.20110783509,2533.97879983312,5454.6772911664,921.008746667281,616.983119849059
QC,3052.25694987252,3928.3305967564,4279.55759694322,2053.30289608806,2212.55899294923,3727.03782082486,3833.50149027278,4032.1108167878,4275.22270175145,4134.62132197241,3470.12073095797,3626.29457895767,3898.37174487721,2820.13767166647,3538.50125157775,4250.66422348223,575.532625359027,999.384199602562,921.487033113632,3898.51122059661,3957.72192256243,2138.96936892837,1827.62129228458,3939.82144190904,4153.99294234248,3874.00269809915,1868.94808040849,3492.23276014073,1677.87010011195,1437.59009676599,4100.00929094798,2159.05245962582,1471.00049959334,2498.58529671918,498.264843537489,1936.32943366636,3510.4128670243,972.001299993925,303.70501642294,4001.03111068062,1144.34822497986,1700.3616688126,1933.51732800747,4011.22759779092,2278.77549429627,3075.37718808879,4126.44591660054,367.599951415977,1373.93433557548,2235.71230858156,2139.8412269032,404.403189742661,788.403279718046,1402.76144812657,3123.33096655716,641.517844079223,3186.79056556781,1887.72291751278,3972.37481776515,3473.56857074071,505.860415388982,4047.91317776703,1217.48252043381,2517.70484856254,728.767299184156,3941.82648615175,860.146645862377,624.429078372491,3940.8948864199,0,3926.16508485012,556.801831809719,1646.969182053,2269.28639938248,4018.61402505578,2464.93790375081,3821.69579693704,3942.33421133964,3766.98175012386,3568.15190106898,3915.10049366336,1750.18878835308,2924.74319152081,3293.68107067496,1151.66782407942,3823.48317658429,304.758410888204,3850.7393017305,1484.86442502374,1268.42498290752,2739.20536507183,4268.12743229518,3317.06990018516,3867.67488137545
QUE,3826.21259068393,243.824897947484,4999.65908875395,1915.64576824711,1761.46301951378,1836.83893242901,3708.21801362316,2007.32252582402,1094.15064355522,2842.15628414475,1033.244046342,1062.75944645084,877.229191900555,2170.82348226954,541.482142284098,379.280458877858,3504.00157980153,3020.34697339734,3143.94239842375,581.840417208943,183.756038147997,1949.5057492617,2150.02626248283,101.79858636134,349.960688448319,179.801679237432,2417.88587111235,2947.37227688313,2365.25280058025,2523.97916368909,307.973465592272,2098.61591043011,2458.21862813042,1432.27899158871,3651.94336912777,3265.00354745368,1288.51346276396,3063.50636806236,3855.84431100081,163.062054137801,2868.82969337971,2787.16217447185,2147.56630784106,221.457685883569,1649.32045205183,3073.13806880324,478.560160350259,4161.70367720549,2708.28570177182,2912.7849192526,2271.99161966129,3670.92466896764,3263.08955119385,5200.72894954852,1761.07388542631,4300.70514518431,4768.19223835998,5348.34897370241,2770.78286908012,563.88984220161,3487.75549009456,546.338141120716,2712.96427598761,1678.60511332065,3218.31387944765,3409.15765984891,3120.47769162576,4413.25592707046,288.615092345435,3926.16508485012,0,3596.31581983969,2417.63373505422,2640.12037533853,857.807258479828,3336.20312733436,183.786224324916,1423.62001252295,835.491166725938,372.536760746886,269.204621239438,2178.071088787,1107.81654495254,2491.49451366095,2905.31803963694,380.524763443452,3670.25938881017,3570.75490094096,2699.01811566672,2670.90560669738,2319.81658870891,5207.17968800997,1121.75488166534,331.302548832301
RI,3350.10056885192,3629.85486814642,4650.76568199705,1683.49137627465,1979.41117734959,3666.22374109235,4060.61702610348,3985.16758538563,4078.27044673931,4209.41161489441,3032.38811541732,3444.24424040869,3468.31641321295,2820.03219673073,3264.00108376451,3942.51438685755,105.428010419923,576.735556732076,457.045289118434,3646.11050586877,3605.33136289733,1710.35324384728,1449.13652649551,3622.66926823432,3790.9006049952,3523.10539669745,1838.68722509895,3621.05936799551,1550.03955757342,1261.96480035722,3800.86586374706,2071.30473547595,1215.33695759675,2171.49876214237,65.3759491437836,2173.11695205049,3044.03640151632,534.205108875876,305.521913598708,3652.81609768892,1085.69243308421,1782.41108685105,1796.46709301525,3655.79309581802,1967.495266357,3244.42777549596,3850.48586076849,596.976323146227,918.257420738465,2387.90377187535,2108.94097052616,153.226822902226,333.71781835582,1608.73840168168,3050.83748664913,706.51422645099,3613.1818986464,2443.72394211167,4046.61191166397,3194.21648280136,213.581049501847,3654.73620894967,995.765983126844,2363.31458776773,686.033772736242,4116.16730831273,490.874930167248,824.161407434841,3575.73799403137,556.801831809719,3596.31581983969,0,1210.88038749257,2355.4590393496,3801.77096437474,2706.02078204033,3512.25379215106,3810.87119582428,3342.11883381023,3254.86148419199,3552.31295116264,1468.04757122406,2678.16326955042,3353.36855725877,701.943437800254,3449.37649383089,286.335632191256,4055.91416250884,1479.3829110169,950.497838049082,2768.19406116358,4665.75213417112,2876.72695480014,3580.91884709613
SC,3343.86737564646,2477.9667157353,4739.98187561674,522.659162597702,1036.90470932796,2864.64132236576,3825.6920879005,3189.68073301155,3037.10950591591,3634.31841324833,1829.57023548665,2448.68426418577,2263.06234918792,2218.05959548932,2146.24237999058,2777.67697927028,1131.0856516502,651.820188107909,755.331254079131,2544.66858299132,2411.56302907104,499.989679947046,311.32215182086,2453.89119587278,2590.87005269627,2330.72098043052,1388.00296602233,3202.61365165117,1001.01984320132,786.50276541122,2645.79418978959,1422.69672226627,579.235746240609,1033.31124778211,1272.11941358569,2202.78248197661,1865.5868221556,686.102218158505,1498.39982718543,2461.19812621879,1017.41056419533,1595.13780173896,1120.3209831438,2460.07004827482,872.873475190546,2951.38094933182,2717.74065990232,1802.85348901954,294.72975653664,2186.40102127396,1574.77905407942,1312.71930060626,886.335651931076,2800.92357652965,2276.60854680272,1904.13050537437,3923.69271412493,3416.0704102036,3480.86449886752,2072.68161940385,1151.09110496619,2445.94526672049,684.775114767274,1513.66135363222,1086.48325654215,3757.99832006324,787.001994305064,2033.91390965222,2375.56465040144,1646.969182053,2417.63373505422,1210.88038749257,0,2017.12066652372,2741.71479600549,2645.99498163841,2351.81582843131,2878.49472776937,2134.86822310101,2095.10348856376,2353.34668381955,576.317573238835,1625.98956823937,2813.82943017257,509.976675742886,2245.89666899863,1351.87362509677,3771.08340958623,1241.46090980236,484.411318327717,2234.3307459336,4829.008146751,1674.96720110153,2441.75560010632
SD,1397.7977006695,2503.61735902586,2784.29295181284,1804.70049329775,1271.45500040666,1579.94983331207,1814.96561860955,1844.65065372982,2421.12586884477,1870.74356733607,2869.65318549765,1819.96905989937,3139.4499360332,641.158013402597,2103.40836563754,2806.769684982,2256.94106419578,2023.52863931435,2131.50645456224,2293.59233373187,2770.39783623199,2092.44058851007,1808.92749837095,2593.75261713358,2977.97215479962,2698.22583523278,629.530262595908,1270.28666050374,1017.5491362143,1276.32304164512,2644.7689529317,706.653363130908,1461.68895776057,1741.61214051631,2367.10735004011,658.533205676726,3082.35527901081,2063.09892258692,2418.67594323229,2784.45832111893,1284.74914525762,577.093070122527,936.258125405327,2827.07402086769,1604.31205477459,942.828188145803,2572.19388022774,2631.6201951195,2071.36984279619,274.821068786912,495.578026282781,2306.24507742951,2146.04771365221,3644.32333567959,1075.5437748551,2891.25796120723,2203.80132509839,2935.69428283707,1707.70624004096,2076.68827790643,2145.14208255948,3047.3526322849,1509.12189003251,1015.19441820049,1671.64200817343,1791.36042566346,1976.66187935051,2893.18475632918,2819.64222726728,2269.28639938248,2640.12037533853,2355.4590393496,2017.12066652372,0,2263.77520849901,748.429148067117,2467.37500375356,1937.95677695236,3008.99947461762,2293.84766880137,2787.90585530229,1465.32623117597,1581.94389503425,1025.58624009484,2061.34160220343,2774.4613132041,2200.45105286955,1772.07109780529,892.795497099624,1697.62951216595,511.980770147269,2912.59651563349,2779.32830998741,2406.27895288794
SIN,3232.31660593567,614.176625820267,4284.25072762672,2220.92254826479,1825.80267323421,1062.48079796925,2971.78109602427,1174.64595037262,304.594843562898,2024.72398871537,1819.64932325262,444.387883533876,1731.98925304939,1673.3366097889,648.110989242434,724.26101976408,3700.04250302119,3245.92452224948,3378.79933586955,290.02409835516,1039.42720249366,2358.39355704598,2436.5755769201,756.705835747557,1148.31763017999,1030.93361585577,2256.77169335807,2237.27220821044,2348.08353437904,2585.67677319516,618.571102976304,1926.23580420436,2590.72302786522,1714.64358305617,3847.79194675696,2921.57730678373,2092.27223950047,3293.07473178178,4017.12257842928,1005.46719083185,2884.49509921033,2580.93642814028,2095.49350428166,1066.13426085399,1873.91912099569,2453.22282520215,446.715926845423,4310.33283297517,3004.64919219561,2514.04334162022,2035.21060610742,3842.76069125461,3477.82281009662,5382.94971939152,1215.56571504592,4496.40083192357,4211.85116385218,5160.86557188233,1971.8888847473,720.555971911337,3652.12249078749,1398.57530566088,2827.53372155167,1519.18241903752,3291.09094303681,2641.76242716233,3311.66301978939,4577.72042714456,1146.265319548,4018.61402505578,857.807258479828,3801.77096437474,2741.71479600549,2263.77520849901,0,2857.67007753124,718.391089557075,593.085466218121,1677.64398032271,846.555312599607,1126.64989218846,2336.68218517264,1128.9867265459,1821.86093697345,3164.19273891112,1226.39269116348,3808.04696704398,2824.63481963663,2610.74060219066,2853.59787124127,1829.30892486618,4509.99330228839,1870.02239534156,540.328264616246
SK,698.85374881501,3179.12897964015,2097.43035644377,2508.62003444979,2009.81750445497,1985.21976276363,1370.42596890751,2167.40085271991,2962.41717931284,1871.67733415331,3616.68277378872,2426.16055946657,3879.00275720581,1190.59986860389,2795.44497836741,3465.39027597927,2621.22394226312,2509.70399362809,2593.87930446734,2935.30873032001,3477.3234758641,2792.22714453751,2480.01675205797,3281.05508030891,3680.46922065471,3408.89909058034,1298.70609826771,1159.00084637931,1661.82313297211,1864.52310818017,3307.49491013217,1448.29744611803,2068.65746895184,2486.04438320162,2700.02571734663,534.795837313855,3829.5746608483,2541.06824721747,2685.29069982378,3486.70347737691,1749.76112159356,1055.0142980141,1643.12257553916,3532.76165095343,2339.31284089964,693.939005169942,3213.51989536231,2829.24516930512,2642.8484230984,492.059583504184,1234.4679507993,2619.05524181102,2573.27346806471,3724.86077217849,1644.26405840489,3105.47774260576,1459.15110823423,2582.30191472733,1726.66103538283,2777.01128763487,2493.89546952784,3769.79654572945,2045.05886612968,1757.95894889341,2039.57807647959,1504.18234216291,2426.34129470926,3062.19597532693,3533.90820727723,2464.93790375081,3336.20312733436,2706.02078204033,2645.99498163841,748.429148067117,2857.67007753124,0,3158.15682396404,2430.48714106701,3750.15142829237,3004.39322489504,3502.2931803597,2134.63161279954,2313.22095518035,1213.49799779787,2583.46104234392,3498.0739622586,2489.51266793329,1390.93593329451,1417.19957545242,2255.62891809093,1034.73732441668,2199.29319592354,3526.86185573059,3078.27460260643
SLP,3643.54986785804,139.598591495754,4817.24460584994,1839.70026583717,1634.74084427856,1662.48768540719,3527.07868355353,1843.77054050403,980.443843925696,2672.29534785524,1114.84477416698,884.303753374475,1019.14206567459,1989.31845239971,364.357052323163,431.348858209347,3417.57387948779,2937.29080444869,3063.60036422443,430.923974229982,357.445329902119,1899.776792689,2072.77931101736,129.10363165262,533.532216598398,324.426804552242,2265.81213476139,2765.27906106901,2232.82146951648,2405.88543650223,295.251980621346,1942.48956779793,2352.32368904667,1341.9842732444,3566.18373799394,3097.25086575654,1382.51115692672,2981.55990652387,3764.09596984795,345.732277321469,2745.57577111791,2631.97301826146,2007.74552866669,402.102632109758,1551.0043355583,2889.63607322048,410.995163109921,4068.70323746571,2638.48763469563,2739.23760065351,2110.12839294851,3580.44259542082,3179.22460644327,5117.59559379396,1577.52494164291,4217.53151147361,4587.53648909052,5203.70476598174,2597.31677945769,396.275459230207,3394.92746362176,715.920493301642,2605.86292013012,1519.07602327368,3106.95594642317,3230.72152929674,3030.97165456814,4324.23706236947,452.125590370848,3821.69579693704,183.786224324916,3512.25379215106,2351.81582843131,2467.37500375356,718.391089557075,3158.15682396404,0,1263.00709947619,959.610121173539,257.933552279008,426.990259300483,2074.28064844885,957.832165865084,2308.3780879289,2828.60923383725,511.208540118802,3573.15571121868,3390.34246298991,2558.66824602596,2576.57795620491,2138.98110312094,5024.25527115578,1182.62957397177,178.274424926269
SON,2723.82286486878,1182.2882994902,3710.03468937971,2380.80619381179,1867.95360641417,495.041551430001,2394.6071912469,585.197564886028,554.004868110695,1432.2749466456,2304.48496121041,477.049105791843,2279.56357153334,1301.7961137811,1065.16833498217,1316.65397638006,3706.06362144373,3290.2347363304,3423.91163153944,842.466717629214,1607.3217464734,2575.01855707199,2567.58182646389,1325.83353222329,1733.71114259688,1586.56616633916,2091.52802890499,1678.74712265286,2278.52292813087,2553.32725360875,1209.18805222815,1785.70292756538,2606.89070588272,1913.08655602982,3848.680614865,2584.81295905076,2581.77804390546,3338.10128937166,3988.60314382034,1579.42174542498,2801.54805062474,2359.16582174784,2024.39791868993,1640.15441057577,2016.14484578154,1944.46187004054,1039.76373737946,4264.62238789333,3108.82633121586,2156.84740585587,1834.24896565307,3827.10152174906,3505.03787020916,5336.74039404929,869.519877533636,4478.6878221624,3712.06733412991,4870.28859157444,1379.91316199066,1119.32224376139,3637.83955350304,1969.69468403841,2816.45736695606,1449.12613992343,3227.70785147269,2055.45450340116,3329.34602283045,4536.19209486658,1710.17761314761,3942.33421133964,1423.62001252295,3810.87119582428,2878.49472776937,1937.95677695236,593.085466218121,2430.48714106701,1263.00709947619,0,2209.50182781138,1319.35885225551,1687.34801400582,2389.6399959748,1283.71298202699,1299.81256458601,3235.12265502979,1772.14214167618,3769.89480485332,2244.58129486418,2471.37709086651,2887.89764560075,1448.22574676443,3941.73960276973,2327.99291981119,1093.33970231572
TAB,4327.08409709799,1070.66973895232,5598.64001824602,1729.90014722725,1861.25918654523,2567.67360277691,4351.24753821406,2780.80584679773,1928.23143092033,3585.61161944953,326.165097401054,1787.90626961582,138.672239079067,2678.91527357487,1173.84004986895,1147.19610697971,3264.82290650789,2784.64648977462,2889.11414581303,1390.26186518934,673.52932026129,1635.47112306005,1945.15325156581,936.108008575526,698.329019260467,655.8017605086,2620.84346102149,3584.17539329752,2441.44859698251,2503.92912960854,1134.0414128186,2352.82390991231,2374.7852188604,1395.12361381867,3404.28388141511,3560.7222771454,492.035709832004,2820.25224263844,3631.86737683069,724.264869691255,2858.40671519522,2993.55369100066,2286.85077707356,673.780441214383,1612.68384372329,3625.06940854472,1312.43087333855,3935.48529667219,2425.00287621513,3280.56891549752,2558.68877796765,3446.3800791772,3020.50073378284,4903.44255369683,2345.54678393439,4021.86306460908,5206.01641121122,5405.98436167571,3495.70448748138,1142.38287803298,3281.62770508878,417.937043943889,2619.2730633533,1994.73392755935,3122.50941829334,4089.76733181548,2912.45044609607,4160.63263535385,566.675687870995,3766.98175012386,835.491166725938,3342.11883381023,2134.86822310101,3008.99947461762,1677.64398032271,3750.15142829237,959.610121173539,2209.50182781138,0,906.929786208491,575.227934110581,2106.23052792066,1448.1514984851,3111.60473983309,2644.26085865468,455.303003590692,3479.89893687351,4226.4009552851,2804.70445233695,2511.71306731812,2809.31984422576,5783.036641521,479.519534902013,1137.45199103278
TAM,3523.11563978575,384.469596357357,4741.52075438961,1582.04824497013,1390.80507368598,1661.21645876996,3470.44349535599,1880.56936066984,1137.79154951078,2679.73378486237,987.808553445579,882.209928380994,997.173886510732,1860.36224166708,267.053421284449,688.737264935494,3160.33371272971,2679.69507687772,2805.9484428258,564.10019042711,477.287647286522,1647.21463850762,1815.03827358887,372.313652974213,687.358321440194,405.229168256286,2048.24742627882,2703.25465086703,1993.57214200239,2157.23462609227,551.063105549963,1731.49706841371,2098.52114180849,1084.32514035972,3308.93052790309,2908.79466758017,1264.62523918091,2723.93122463327,3507.60676429514,495.88587773224,2500.03634126178,2418.98488104047,1775.21425504713,534.513694088134,1294.62189816376,2786.60393673583,641.220528196473,3812.52274469684,2381.23268301432,2567.92904447017,1909.49783909792,3323.7079600339,2921.73117438313,4860.61256240305,1479.81602943759,3960.28113890133,4448.25088536588,4977.14471765595,2590.55721907749,244.921563695154,3138.47593815476,778.780415877934,2352.60911341214,1315.02697986698,2855.56240594366,3194.91900008771,2773.92737118392,4067.56120153247,530.886266400005,3568.15190106898,372.536760746886,3254.86148419199,2095.10348856376,2293.84766880137,846.555312599607,3004.39322489504,257.933552279008,1319.35885225551,906.929786208491,0,499.400137331782,1819.6525047767,739.232672738019,2235.47153708734,2570.93157869126,518.36156291153,3317.57531864379,3340.31183587582,2326.77221904437,2320.05666333595,2004.04308392282,4938.61207519333,1026.01650906909,367.619977680441
TLA,4020.0086308795,512.517407403877,5223.21548438335,1873.58984536478,1809.05892821436,2088.26105066795,3941.29586800098,2269.44880521135,1361.10361694044,3098.82551514208,806.403355356368,1307.95688574295,608.701835833914,2358.28042706818,737.262159940189,580.559827078292,3464.29593193418,2977.9974476626,3096.44336666754,847.938617556241,98.8467763499278,1867.20081133527,2106.57464315592,370.89955238511,239.588429365353,104.099065201679,2510.55106366783,3176.96416899657,2416.23213183582,2545.9426627676,559.128067781347,2203.63418801493,2458.82065017857,1423.81134856808,3610.42965718411,3394.38605897019,1045.7236375271,3019.08679619756,3823.28625190029,153.110374896227,2897.80191741508,2884.80566458448,2215.80772357347,117.527028232914,1648.67145379858,3279.08306705528,739.249954271058,4130.03818642255,2647.40240568507,3062.26342779423,2389.9009202295,3637.07837082096,3220.52852308984,5149.75509143848,1968.76836377699,4252.40328170919,4946.37301878482,5412.80583879854,3022.99216365666,736.899268853136,3458.70485331627,291.67404762298,2713.42894949358,1796.72305940922,3222.95048807405,3651.4414224435,3087.9888511779,4374.09998112176,31.7677855901918,3915.10049366336,269.204621239438,3552.31295116264,2353.34668381955,2787.90585530229,1126.64989218846,3502.2931803597,426.990259300483,1687.34801400582,575.227934110581,499.400137331782,0,2178.09255175146,1217.0244238013,2714.73248526371,2853.66488499097,135.797077555912,3647.54239459165,3806.88630518714,2763.56610431139,2649.72972309638,2502.71101217534,5424.88227060921,915.030820642789,594.470664094435
TN,2827.49871507279,2183.90990866019,4225.41833666653,423.064711491111,523.350236674747,2326.01811915378,3263.42317768761,2652.11297735405,2617.31777987871,3062.8444246634,1847.870932642,1992.6650554338,2243.8183675932,1642.80164431734,1803.74017276322,2504.56873967103,1367.4206816321,912.110963518446,1045.90774509577,2180.85246570989,2215.29482500643,677.306632670511,346.149076215883,2191.68118232132,2416.05529696325,2131.2095165665,843.525843681426,2628.32810038296,475.618546917106,403.921350855728,2355.89174116238,846.65494981573,281.160667430803,754.575911216205,1516.1492484578,1738.70875620464,1966.35390133231,959.724493151787,1699.28896796995,2256.89867011312,754.298985417216,1112.22790066467,546.780381400605,2269.96389431119,530.719322239313,2389.19645183212,2392.82616301727,2001.45584921226,734.809766513469,1657.49219564671,1005.20111418637,1518.75185355057,1142.25392734031,3065.24976023965,1724.60483794414,2168.83289197362,3483.02443547297,3304.944072587,2908.23137318864,1735.77304673057,1329.70888023965,2335.18695143584,536.377241185945,969.796128115862,1045.79761298651,3185.34896538182,977.468931800904,2262.5274315026,2205.18680762758,1750.18878835308,2178.071088787,1468.04757122406,576.317573238835,1465.32623117597,2336.68218517264,2134.63161279954,2074.28064844885,2389.6399959748,2106.23052792066,1819.6525047767,2178.09255175146,0,1210.71944998355,2238.26259550873,846.357011396555,2095.02980663928,1501.94992774751,3203.89579574204,799.149387995961,517.70768516336,1658.52477921633,4331.03443550324,1709.41130685359,2127.59576036041
