,AB,AGU,AK,AL,AR,AZ,BC,BCN,BCS,CA,CAM,CHI,CHP,CO,COA,COL,CT,DC,DE,DUR,FED,FL,GA,GTO,GUE,HID,IA,ID,IL,IN,JAL,KS,KY,LA,MA,MB,MCH,MD,ME,MEX,MI,MN,MO,MOR,MS,MT,NAY,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NT,NU,NV,NVL,NY,OAX,OH,OK,ON,OR,PA,PE,PUE,QC,QUE,RI,SC,SD,SIN,SK,SLP,SON,TAB,TAM,TLA,TN,TX,UT,VA,VER,VT,WA,WI,WV,WY,YT,YUC,ZAC
IL,2356.96567684273,2322.07764662144,3755.8071702878,877.532611816195,607.648908965402,2118.14033440228,2830.54524533977,2438.70744181704,2600.13496996439,2735.06455772669,2216.21978949805,1949.89334568951,2579.96367011431,1309.99335227455,1913.42115071419,2649.75375947329,1444.67094827093,1089.67586694681,1215.30095225636,2247.42674576204,2435.99849417917,1148.36611389055,819.409525667399,2358.69181151702,2645.83083831653,2352.84099996881,388.20134887845,2235.92808613234,0,298.75008451829,2490.90754408165,524.477045921317,450.54344679758,1046.77856075403,1582.26476832697,1266.26441150917,2367.53210290971,1135.11738367055,1712.20497436252,2469.68199500013,536.888458569422,639.115292540395,255.996250311177,2493.31091521991,833.779862759017,1956.52998024903,2492.11716567146,1989.70793362805,1065.8667526867,1190.1249713892,608.306004794185,1553.58412453717,1268.44476885834,3065.66334880702,1502.01222191672,2203.61719970052,3011.73192585519,3001.70308233685,2575.11683476798,1855.68151507195,1365.89303149695,2612.96928349599,568.731239070579,840.49622770359,953.21166771197,2782.12423539592,1088.81676097361,2261.42877173247,2445.8722076523,1677.87010011195,2365.25280058025,1550.03955757342,1001.01984320132,1017.5491362143,2348.08353437904,1661.82313297211,2232.82146951648,2278.52292813087,2441.44859698251,1993.57214200239,2416.23213183582,475.618546917106,1287.78856541204,1885.71985459629,1090.45460206411,2354.16669072753,1492.90390568546,2781.64048839276,364.726440544913,713.552296554358,1291.15977147187,3857.89142413744,2090.40070391176,2248.82810650785
IN,2562.94711912771,2505.7499912044,3958.06416350455,821.021183970684,777.940740788317,2411.06337545523,3088.65264678562,2732.87233684087,2848.81163283605,3030.90015487687,2250.39233413113,2203.73738361356,2641.91563445272,1607.68809320192,2107.90020521277,2831.46623089829,1156.62073801307,791.128721935979,916.620542272543,2462.96142925839,2576.18332917814,1050.28202111849,687.068741910738,2528.06739536456,2781.41202419023,2492.13450256318,659.736122762674,2518.25887968945,298.75008451829,0,2676.92901430403,821.897387330724,208.065337715306,1130.34331487637,1297.55985721331,1417.3467686707,2369.63865316207,836.448429386863,1441.95090267931,2614.5909467983,355.821953798493,810.521252424293,535.120334719436,2632.17077152986,904.354844834628,2218.79466099285,2694.77535550367,1729.24403143816,796.083903748814,1416.66880180913,901.572448975752,1275.90437988014,972.186232051212,2806.00141926193,1795.1281933637,1930.3861940446,3147.23906666155,2906.70222130763,2870.51129735164,2044.96666797201,1085.89188138614,2717.91902429863,271.139938498652,1105.73347495983,709.887420788906,3058.24256500991,792.614007019488,1999.08699433064,2574.14145270069,1437.59009676599,2523.97916368909,1261.96480035722,786.50276541122,1276.32304164512,2585.67677319516,1864.52310818017,2405.88543650223,2553.32725360875,2503.92912960854,2157.23462609227,2545.9426627676,403.921350855728,1489.28102519036,2179.55898795222,797.819493512506,2470.54695511242,1227.23517346728,3047.43596452867,455.17269459071,424.260426790378,1584.49345680243,4044.47584709484,2112.84725589363,2440.19440667413
JAL,3750.83433535119,172.095585069972,4866.51122459516,2132.3181302351,1901.37722753866,1660.22981105339,3561.06341435996,1792.58041847464,813.108589049581,2640.77553165286,1341.15752881087,925.870761728312,1162.80145154761,2122.10875462307,580.123946711862,163.916578270387,3705.3887749465,3226.76266288705,3353.82903534178,394.828936937479,461.754301559059,2194.85535457575,2364.82251669116,220.77746107249,533.040400820535,483.95747870756,2496.41084255209,2812.12057812698,2490.90754408165,2676.92901430403,0,2167.56175826226,2632.06090369596,1631.64933130595,3854.12303680835,3288.22265303977,1595.08812578717,3271.35518628029,4049.35555045351,415.518408056386,3011.29246337281,2855.07395074596,2258.0929438396,472.921207867836,1836.86702744595,2982.17473785953,185.170825762084,4353.09712013149,2931.63437289262,2911.9555161516,2321.83031175613,3866.44149354556,3468.19552695834,5405.37556124155,1684.98669502782,4505.91800455077,4712.93339296207,5438.6539053706,2582.99462924149,635.593532977062,3680.05767263764,801.037939049805,2884.32901848253,1741.01874815218,3381.63417276425,3243.0614902839,3317.94390910703,4610.22505644374,570.587496142766,4100.00929094798,307.973465592272,3800.86586374706,2645.79418978959,2644.7689529317,618.571102976304,3307.49491013217,295.251980621346,1209.18805222815,1134.0414128186,551.063105549963,559.128067781347,2355.89174116238,1204.74779184037,2373.41404987264,3120.06760219426,682.794408982478,3855.99157950354,3417.73271474375,2805.941491616,2862.03171901988,2276.18573637822,5084.34085277907,1428.13452473865,246.125102804574
KS,2103.27198233354,2007.92374768148,3482.69351970036,1124.54185542265,564.979912576191,1596.66698468587,2439.1912326144,1915.83634253119,2153.39847834233,2231.84663886344,2187.87238150081,1502.26571819548,2487.34728586146,803.935961044112,1591.85516099255,2330.98313321985,1966.09624420743,1610.23446291661,1737.59832956085,1871.73868326137,2202.77404552433,1412.36458256842,1168.98155026072,2071.51820935679,2415.0076535464,2124.14390474546,332.856348914594,1783.37373036297,524.477045921317,821.897387330724,2167.56175826226,0,943.837803876416,1038.40344376048,2101.44694546971,1209.70738914445,2389.09593869476,1656.30830240259,2220.15067439045,2226.34986332978,1020.54226262714,689.938428696419,308.431387983413,2260.78302288926,898.507335029159,1570.51980396639,2136.26765639643,2487.39225343783,1546.92622146531,958.128357013562,214.088374894024,2068.04164213813,1792.77057579975,3557.78328191411,981.098792980397,2712.13190585914,2890.13968639975,3276.61371604687,2074.26849403713,1547.54768951255,1882.70933713013,2440.43217673018,1092.72706072072,426.795347895729,1449.97144529913,2342.54195524865,1613.17300191539,2759.47563348662,2235.0037625344,2159.05245962582,2098.61591043011,2071.30473547595,1422.69672226627,706.653363130908,1926.23580420436,1448.29744611803,1942.48956779793,1785.70292756538,2352.82390991231,1731.49706841371,2203.63418801493,846.65494981573,992.453444606068,1395.20478202066,1599.87923474994,2169.06198500184,1998.49809310939,2370.60325664527,691.85991440915,1223.36674626957,812.010489425577,3616.75214110343,2088.88846582246,1921.58409206998
KY,2766.99481685475,2460.11690510838,4162.95834134629,658.041642398859,765.445201202774,2502.671182999,3275.60809375783,2827.44703401556,2865.07173190867,3172.83808263038,2107.56678766776,2230.35354246388,2511.63828291113,1745.20615532823,2075.08747798873,2782.00464959926,1112.19021120226,686.88370370996,819.825440351212,2446.23531785558,2496.26555106064,862.298804922234,494.859624790022,2470.59008378366,2696.85730680544,2412.19384091999,835.385888262689,2685.85175501351,450.54344679758,208.065337715306,2632.06090369596,943.837803876416,0,1035.53733263429,1259.36225433827,1625.3172906674,2210.24144744444,734.609150269572,1431.43075627866,2537.832052721,505.896214023328,1016.21852164468,638.102063799428,2550.91116092368,811.854344573342,2403.10214664495,2664.38654249063,1730.65143270082,615.405752420922,1614.89526582291,1055.61871987362,1254.17413170444,899.922071643265,2800.03875924713,1890.35216515377,1908.33082623696,3354.21305020059,3042.78008539832,3014.23210779332,2008.36659046147,1063.59629456711,2613.07906091414,255.252769183062,1163.04129665225,764.867163641596,3232.12405246529,726.460377894723,1994.69012678013,2485.81674376796,1471.00049959334,2458.21862813042,1215.33695759675,579.235746240609,1461.68895776057,2590.72302786522,2068.65746895184,2352.32368904667,2606.89070588272,2374.7852188604,2098.52114180849,2458.82065017857,281.160667430803,1471.92626285525,2328.81754844354,657.768904736776,2374.87665474676,1228.87666592513,3229.59114616027,663.107596899231,285.681192586902,1736.1020084055,4251.15699191285,1965.02067166599,2401.62176801005
LA,3131.0335233679,1460.9178947858,4492.34134005118,510.811875007607,487.431458578338,1998.83203422499,3368.71322256303,2310.51277587133,2013.73251782121,2905.87199368472,1179.32861264011,1455.98535588413,1533.72117916268,1621.83196379274,1113.79729978288,1772.89563590902,2076.9203580214,1596.24556568454,1723.35070995638,1511.84173096818,1461.86943642698,662.650346455767,737.772989597864,1453.57162280674,1661.88570355872,1377.84033146742,1255.47001466683,2642.93346580811,1046.77856075403,1130.34331487637,1631.64933130595,1038.40344376048,1035.53733263429,0,2225.58379064394,2215.12526778634,1358.43664684179,1640.77645066472,2425.99954258233,1504.43301835951,1485.53425056489,1619.02938018932,906.564544676078,1516.20508616162,226.238456982975,2533.92930857619,1690.8717082507,2731.83378535292,1309.24734997324,1996.26036312056,1252.43583893574,2241.39322827066,1838.21306249916,3778.60962128362,1491.34654042566,2877.47454945881,3924.41054917112,4028.10786319042,2770.17553804905,1040.60223122055,2057.11976039805,1588.18437690175,1290.47518353672,812.366680542716,1800.18291207796,3201.73752107372,1690.80830918592,2985.45667575629,1450.98013945504,2498.58529671918,1432.27899158871,2171.49876214237,1033.31124778211,1741.61214051631,1714.64358305617,2486.04438320162,1341.9842732444,1913.08655602982,1395.12361381867,1084.32514035972,1423.81134856808,754.575911216205,629.625957687792,2187.27167238633,1490.68042319756,1342.46615407392,2239.44580562354,3276.02136187829,1410.54469960616,1239.21064548382,1705.50021875229,4638.77373324307,1064.80682967449,1416.76624403261
MA,3337.93342989475,3682.95141185408,4629.67361734695,1740.37683086265,2024.34859432419,3696.62904227095,4058.36865927388,4014.45487850172,4122.65224367809,4225.54444836735,3095.19406607703,3486.6499614384,3530.8115958238,2842.58619055024,3314.76933945589,3996.58970638,149.162969452081,633.473144597934,517.202961896307,3695.23777411139,3662.70147258988,1771.82634315073,1506.23732013927,3677.29682940962,3849.14280499273,3580.32212421408,1861.59912175765,3630.25001818053,1582.26476832697,1297.55985721331,3854.12303680835,2101.44694546971,1259.36225433827,2225.58379064394,0,2166.21663013312,3108.24219881079,592.193829037592,240.159717291085,3709.89426713503,1106.0382115087,1792.25788295617,1830.87789764079,3713.41451384202,2019.82161010438,3248.27714082221,3901.81683678286,533.229515647582,980.263338156116,2391.91642863719,2133.00469032177,101.959974740434,390.454573171598,1554.96883896937,3081.63152138205,653.908400686521,3583.15238668633,2383.61889113648,4062.63959262663,3245.34793199102,223.501447900333,3715.01860790956,1034.10415496895,2401.28767931216,695.809558272743,4120.49353191693,539.213252610279,765.107187663427,3634.03841542094,498.264843537489,3651.94336912777,65.3759491437836,1272.11941358569,2367.10735004011,3847.79194675696,2700.02571734663,3566.18373799394,3848.680614865,3404.28388141511,3308.93052790309,3610.42965718411,1516.1492484578,2725.75208715946,3370.17055357479,762.557937369505,3508.26509224341,244.677619231687,4056.39852217074,1497.41216498961,999.26380805766,2787.40331348988,4640.7760094545,2939.62921288152,3632.99397456259
MB,1194.68317573629,3142.11119608275,2565.11026844128,2142.12633515069,1727.95321524061,2198.77326967314,1902.90159963109,2436.12085622488,3077.13188790439,2295.00989223791,3385.71501445413,2477.80605060146,3695.48268583766,1283.58317657523,2735.24419780389,3451.08415513955,2089.58627613682,2001.60625132883,2078.43459530345,2945.17739576612,3384.99465346794,2413.98659082939,2075.69107107414,3225.05254326594,3595.27928339749,3309.55839734846,961.869214715751,1603.87301088266,1266.26441150917,1417.3467686707,3288.22265303977,1209.70738914445,1625.3172906674,2215.12526778634,2166.21663013312,0,3571.90436855096,2030.24903656233,2151.65180921894,3403.29266731312,1250.71461759318,627.214017694624,1316.91681725324,3442.45523879937,2036.58511292292,1158.27759067735,3222.82937755136,2302.20021397861,2165.78018513953,432.854763117423,1009.14744101922,2084.73355783108,2050.4423673228,3226.33224762518,1730.07326929981,2577.45792458115,1746.27677884417,2294.05991384562,2139.43812180814,2702.82369395614,1961.41247049221,3641.10749162362,1564.14410114717,1599.13298159148,1511.78310103336,2012.77778328993,1909.56493758026,2540.58310228574,3426.01501417712,1936.32943366636,3265.00354745368,2173.11695205049,2202.78248197661,658.533205676726,2921.57730678373,534.795837313855,3097.25086575654,2584.81295905076,3560.7222771454,2908.79466758017,3394.38605897019,1738.70875620464,2178.61753411288,1528.37138923193,2086.26419047165,3368.72633832991,1955.04644904502,1916.12972225998,962.40581867558,1779.45640087854,1139.00201627012,2635.3482981261,3278.28380666474,3047.0180014611
MCH,4451.28723373687,1508.05121581848,5775.70118442918,1553.13043021363,1845.65166843519,2888.68495314034,4575.34741277266,3132.13424090733,2362.5635492735,3899.66024235719,277.613492086437,2130.22857727954,546.139242385908,2849.98231245354,1518.11305063398,1625.5573608168,2976.68987774152,2512.8432641263,2603.11641440683,1802.46425185949,1144.31517026562,1385.72456130178,1736.57690344667,1384.65694332003,1189.46319647236,1111.28640227471,2611.93942012389,3815.52430360154,2367.53210290971,2369.63865316207,1595.08812578717,2389.09593869476,2210.24144744444,1358.43664684179,3108.24219881079,3571.90436855096,0,2542.97164403182,3343.43994455298,1198.45069552698,2712.9762563985,2970.00225070235,2259.84471433352,1152.97251844778,1543.39618427917,3796.92419252714,1765.67300930841,3640.05392847414,2140.47309216624,3344.07216983557,2602.46983763488,3161.72444948782,2737.20555566011,4559.54494673953,2577.2371024201,3698.02303624492,5274.99027145473,5241.18651079541,3795.36879693859,1469.30845238136,3011.00710852051,908.729150482359,2435.89904562091,2092.15967489889,2918.1319988073,4346.06902423087,2651.75338368624,3847.93145153805,1042.61614580403,3510.4128670243,1288.51346276396,3044.03640151632,1865.5868221556,3082.35527901081,2092.27223950047,3829.5746608483,1382.51115692672,2581.77804390546,492.035709832004,1264.62523918091,1045.7236375271,1966.35390133231,1617.53862299764,3341.2953978959,2363.34793721472,914.530143476666,3212.8955263253,4461.6803836502,2729.60722708052,2295.22474234866,2963.96227515356,5941.14622921071,306.444681010076,1559.05020949175
MD,3223.24147517204,3100.64207475982,4583.90360910564,1149.52016333579,1481.0082640413,3233.70452616726,3846.57635285375,3557.53294457145,3575.52667400661,3862.44368614919,2515.05869744622,2950.92372928109,2948.60487294004,2442.96377676734,2740.32740256917,3411.64952775462,447.232534757528,47.9340237558149,86.2514820498399,3126.96247812038,3071.84425602819,1185.467445115,915.073680913033,3090.96244707178,3257.87122332168,2989.57301416051,1479.13983887916,3326.79435984023,1135.11738367055,836.448429386863,3271.35518628029,1656.30830240259,734.609150269572,1640.77645066472,592.193829037592,2030.24903656233,2542.97164403182,0,813.065884039842,3119.33879024187,796.357179350505,1522.83761494317,1359.83401699247,3122.38055615935,1441.01902394291,2993.71889617472,3325.12865570937,1118.75651995944,402.870258499056,2152.25976379819,1733.78938015654,626.92614921294,202.0443009755,2141.23137906705,2619.90497307972,1239.12581737766,3636.39469292443,2803.46685732945,3701.43750680881,2669.60959276259,468.599508987891,3125.02788356692,569.674880526881,1897.28671690776,578.771768069589,3852.42835210916,146.742966730314,1357.21635365088,3042.65406120339,972.001299993925,3063.50636806236,534.205108875876,686.102218158505,2063.09892258692,3293.07473178178,2541.06824721747,2981.55990652387,3338.10128937166,2820.25224263844,2723.93122463327,3019.08679619756,959.724493151787,2165.54436398452,3008.80049954947,179.931935994687,2916.84002113817,671.013732156908,3821.20106241727,1172.86308280593,450.813870934102,2414.28206507137,4632.54712205549,2360.2669346412,3053.85397879853
ME,3297.57170559766,3877.77207684515,4552.87655155946,1951.37782566469,2194.29036364812,3810.29688788981,4052.45011686877,4123.41568569385,4285.73807013561,4286.41515073583,3325.21580415119,3643.65600348872,3759.56502999174,2930.76290905142,3501.74032689984,4194.63838134391,368.123965123884,850.589513452201,744.321610792675,3875.87043036162,3872.84165798725,1998.03211471954,1718.62409767424,3877.59724009964,4062.30731718267,3789.97015461034,1956.9283677762,3667.39313180103,1712.20497436252,1441.95090267931,4049.35555045351,2220.15067439045,1431.43075627866,2425.99954258233,240.159717291085,2151.65180921894,3343.43994455298,813.065884039842,0,3918.95332050772,1203.52393059132,1842.19968014448,1966.11512866244,3924.42400592866,2214.79287346353,3267.2203779786,4090.09733596436,307.325018824357,1209.65403755534,2415.70728085099,2230.2654225509,186.780844617489,612.168610455048,1369.57840776722,3198.32477847541,492.349370342057,3475.30083750362,2162.98072428877,4123.49974630157,3433.70121548475,370.00092416351,3935.63490183491,1191.29273816698,2545.68268147018,774.22906858821,4138.53561662452,736.984866215692,563.638678126364,3847.54049578177,303.70501642294,3855.84431100081,305.521913598708,1498.39982718543,2418.67594323229,4017.12257842928,2685.29069982378,3764.09596984795,3988.60314382034,3631.86737683069,3507.60676429514,3823.28625190029,1699.28896796995,2902.60184022247,3435.74759994597,988.854998588188,3723.95852925641,223.087135429316,4060.52119046008,1579.84110777776,1189.01343679047,2863.85026158453,4549.5434467073,3170.05242594464,3824.21941889066
MEX,3983.97460737067,397.296570166574,5161.9091323374,1971.05477873798,1863.03622063538,1998.26756838171,3871.00217005922,2163.91284556052,1225.56614795854,3001.41396203214,959.082127982152,1225.54977456558,747.38735173852,2326.59227512357,695.487892352215,427.482653180065,3562.87121646289,3077.31246788694,3198.09253781507,737.133389067789,57.1673573038758,1981.45184381147,2205.16152600734,254.198220851956,194.099862627465,130.639106940737,2540.96907756534,3110.15386608853,2469.68199500013,2614.5909467983,415.518408056386,2226.34986332978,2537.832052721,1504.43301835951,3709.89426713503,3403.29266731312,1198.45069552698,3119.33879024187,3918.95332050772,0,2963.34645059183,2912.73222346158,2259.57733640067,60.8196952770602,1726.441146904,3233.19038934784,599.061844134464,4225.48033804002,2754.23480581843,3057.87275737466,2405.10413383099,3733.19813978069,3320.15577956297,5253.97335767598,1921.02675262469,4355.14705948828,4922.33182387201,5460.9700746866,2931.63297465144,710.616602898751,3552.56223541726,393.202292816355,2792.85899471979,1810.76646753618,3300.90850396131,3571.60060853136,3183.07226936473,4472.95836316951,157.597871898067,4001.03111068062,163.062054137801,3652.81609768892,2461.19812621879,2784.45832111893,1005.46719083185,3486.70347737691,345.732277321469,1579.42174542498,724.264869691255,495.88587773224,153.110374896227,2256.89867011312,1234.30656749056,2653.8501412079,2956.85119904003,287.865158927022,3738.67448383997,3733.52956015857,2810.15313470242,2739.22512746912,2474.51392885335,5368.88954860635,1065.17809858195,491.006662244967
MI,2438.29842279365,2841.05340159639,3814.22089481528,1160.50945920513,1111.60484600413,2608.25386980936,3052.41428698757,2921.81112603067,3135.74147647645,3126.81277704787,2601.51879869486,2485.07880963496,2996.22104619321,1737.50144709203,2437.42582688182,3167.92453697318,983.415431831155,762.325718115222,856.695257903405,2779.98671110717,2926.00264195189,1365.88810422086,998.158237119271,2869.29181564461,3132.32543429726,2842.08248329841,756.939475464322,2554.46871233734,536.888458569422,355.821953798493,3011.29246337281,1020.54226262714,505.896214023328,1485.53425056489,1106.0382115087,1250.71461759318,2712.9762563985,796.357179350505,1203.52393059132,2963.34645059183,0,728.793491414465,791.215778187099,2982.31843603244,1259.75151687127,2204.03599084924,3020.29304934566,1467.31469951323,925.013963174374,1357.26867194657,1029.69034186411,1060.483734936,861.927074976458,2539.6695531285,1996.46506641241,1695.12530544434,2926.33680471682,2552.14812083007,2964.02653706027,2377.03260300909,882.852137386923,3072.80653526726,334.337622376868,1374.96144890688,430.139133343545,3068.82346050559,695.625432198905,1739.54737413464,2926.26366787378,1144.34822497986,2868.82969337971,1085.69243308421,1017.41056419533,1284.74914525762,2884.49509921033,1749.76112159356,2745.57577111791,2801.54805062474,2858.40671519522,2500.03634126178,2897.80191741508,754.298985417216,1813.70388894064,2269.7062029497,836.311567001558,2824.30343987511,980.815859524842,3029.95247403867,395.530872630193,548.252785368498,1683.11455627898,3878.06713775751,2462.0558428627,2771.72455720342
MN,1753.4388206265,2696.66071699095,3148.7394787039,1515.61288179415,1136.20545292111,2068.95312323296,2325.38442753253,2358.90410402382,2784.82233883915,2446.58438435036,2797.26752186365,2144.35254770897,3130.57229054411,1134.74236832357,2280.95120863402,3018.62025881387,1685.28685241239,1486.76259229513,1585.15728877838,2549.318181423,2887.66684130685,1787.15349337136,1451.31275886034,2760.94650757834,3099.99224069717,2808.08988268833,376.011539090483,1840.06790485098,639.115292540395,810.521252424293,2855.07395074596,689.938428696419,1016.21852164468,1619.02938018932,1792.25788295617,627.214017694624,2970.00225070235,1522.83761494317,1842.19968014448,2912.73222346158,728.793491414465,0,712.594577850656,2945.70445893847,1427.81646906238,1476.20328607691,2817.96564516102,2060.025208071,1590.49101522727,629.928187208339,546.169892628761,1729.92749153919,1587.52743210544,3087.44865193182,1495.95915815485,2317.00110732622,2373.16865257613,2593.99414865898,2283.47709676621,2237.17749044019,1570.98472090422,3112.60406162944,996.972247500967,1115.39002280582,1097.04825335423,2343.86883538734,1424.09336990283,2324.17235205066,2915.92094487028,1700.3616688126,2787.16217447185,1782.41108685105,1595.13780173896,577.093070122527,2580.93642814028,1055.0142980141,2631.97301826146,2359.16582174784,2993.55369100066,2418.98488104047,2884.80566458448,1112.22790066467,1680.3216152697,1597.11718071987,1544.57656232948,2843.59829121249,1623.63591696141,2301.78052931655,363.596980414924,1203.91898163875,1041.93077966143,3237.60275707073,2682.09885679932,2609.32303478794
MO,2323.25264580275,2091.01815720716,3716.28796883031,870.064712037102,425.843827498552,1877.61779761877,2719.91954298046,2200.50051255553,2345.23566583427,2539.93955099775,2085.27675757096,1694.48258006364,2424.5465386063,1112.33212289676,1678.65218627552,2418.59981492716,1691.09764273834,1313.07906144148,1442.64355046198,2002.11935353755,2228.93980008638,1157.18383507574,881.052780277033,2135.05254351023,2440.47229868763,2146.82231563468,356.103397016291,2083.20214587732,255.996250311177,535.120334719436,2258.0929438396,308.431387983413,638.102063799428,906.564544676078,1830.87789764079,1316.91681725324,2259.84471433352,1359.83401699247,1966.11512866244,2259.57733640067,791.215778187099,712.594577850656,0,2286.7428849176,719.947308110655,1846.35099915647,2251.57798009515,2245.14428592584,1238.57605723449,1153.79770207005,459.96733540122,1805.33958888127,1505.46431780071,3321.13613516178,1262.00910401325,2456.95863673503,3048.09242126788,3206.10235611611,2382.5003264185,1623.89162293496,1616.64569572703,2427.36634537871,804.965336697747,584.579534431426,1209.15364144916,2639.45527078077,1326.23691767015,2516.70816353556,2246.17419746374,1933.51732800747,2147.56630784106,1796.46709301525,1120.3209831438,936.258125405327,2095.49350428166,1643.12257553916,2007.74552866669,2024.39791868993,2286.85077707356,1775.21425504713,2215.80772357347,546.780381400605,1053.93999344974,1702.77838859674,1295.56374935621,2162.77620813866,1747.55062895787,2658.29765862461,551.851232517477,920.429596867964,1116.34332387933,3835.916277103,1970.27109128492,2014.19645798621
MOR,4035.01300714468,458.005013495992,5217.92189033006,1975.20348312984,1886.13432476839,2057.8965763397,3928.38424338057,2224.58740906486,1284.39595170248,3061.70055909895,919.642914921425,1284.09383412405,691.306143808667,2376.32333766982,745.642427350625,473.769920544012,3566.83334453948,3080.83052295415,3200.4187804052,797.85664202364,58.1022706662093,1976.58760426548,2208.83967587343,314.730473610095,154.470816344013,140.621126709494,2572.97188995527,3166.95365459458,2493.31091521991,2632.17077152986,472.921207867836,2260.78302288926,2550.91116092368,1516.20508616162,3713.41451384202,3442.45523879937,1152.97251844778,3122.38055615935,3924.42400592866,60.8196952770602,2982.31843603244,2945.70445893847,2286.7428849176,0,1739.66356646272,3286.2289311786,657.223523536037,4231.08780713253,2753.72360118948,3100.82643692562,2442.02966822541,3738.4239199259,3323.54848207829,5255.05837465486,1974.10079426807,4356.99632554045,4970.6631627062,5487.11249744764,2991.46038220058,757.018617022147,3558.89555082151,332.640448193342,2805.82679014827,1847.71207840783,3314.64463039709,3630.24946507952,3188.7459018191,4476.84487368194,111.357873643896,4011.22759779092,221.457685883569,3655.79309581802,2460.07004827482,2827.07402086769,1066.13426085399,3532.76165095343,402.102632109758,1640.15441057577,673.780441214383,534.513694088134,117.527028232914,2269.96389431119,1269.57063843153,2709.6108198242,2958.33224696974,252.068838581701,3746.36368212956,3791.34202471059,2836.49779240827,2747.53189381106,2523.47269963837,5423.99058044218,1031.24864007648,551.088995246301
MS,3000.98506989034,1665.19404084129,4377.76018749413,365.135474528746,334.383949309111,2048.63232655039,3294.56837087393,2368.53125574036,2167.00283237496,2907.68829457705,1382.9545529961,1577.71846973452,1751.28917269555,1564.58899000744,1300.21351054656,1982.14227512822,1870.78677480725,1395.35607935454,1525.11005810742,1690.49823078291,1684.87525207027,597.772957366859,563.9671234388,1665.99678498267,1886.26943657696,1600.75780886372,1075.2994973198,2589.95362848224,833.779862759017,904.354844834628,1836.86702744595,898.507335029159,811.854344573342,226.238456982975,2019.82161010438,2036.58511292292,1543.39618427917,1441.01902394291,2214.79287346353,1726.441146904,1259.75151687127,1427.81646906238,719.947308110655,1739.66356646272,0,2442.40147411068,1885.33168494302,2519.58883938796,1131.64306610901,1847.53119578781,1109.09224181368,2031.33826827487,1635.35542449347,3573.32297897955,1499.95740710648,2673.04871008801,3762.32588480614,3804.55040853691,2764.99173296991,1229.19599546742,1845.15882053878,1814.13273439692,1067.05896556933,763.220236251701,1576.07850498703,3152.49354220046,1482.303581122,2776.14301164184,1676.08351517257,2278.77549429627,1649.32045205183,1967.495266357,872.873475190546,1604.31205477459,1873.91912099569,2339.31284089964,1551.0043355583,2016.14484578154,1612.68384372329,1294.62189816376,1648.67145379858,530.719322239313,753.260536069354,2149.09197398519,1299.10769025671,1568.51584327566,2024.12784482179,3210.89589396739,1198.46111596949,1026.13064301382,1629.85082894815,4513.54382239738,1259.46832876193,1614.78799896674
MT,781.324857092241,2880.33278374882,1984.55269977549,2694.41701397285,2111.92445695851,1459.47754475984,875.520636161451,1574.19171996725,2496.88723631252,1179.36618100175,3553.23195413925,2059.55485058937,3741.84573608342,950.413766842725,2543.83500810799,3128.52467982505,3150.93118681864,2955.82591999121,3058.59042196031,2590.68379328505,3235.32877996162,2981.78084327445,2726.86494605973,3001.36732717779,3422.52325133852,3178.3147731592,1568.8025810249,465.411611577375,1956.52998024903,2218.79466099285,2982.17473785953,1570.51980396639,2403.10214664495,2533.92930857619,3248.27714082221,1158.27759067735,3796.92419252714,2993.71889617472,3267.2203779786,3233.19038934784,2204.03599084924,1476.20328607691,1846.35099915647,3286.2289311786,2442.40147411068,0,2857.85236917187,3442.48597438004,3013.44538071477,857.329494729888,1386.66042246335,3177.35129466295,3062.7687378323,4382.68762579188,1313.17814712865,3714.10024919905,1769.25980954901,3260.86092222265,1037.89874163239,2544.07057496166,3031.35435921375,3564.00755519887,2447.87974116818,1727.75229297934,2560.29817655083,873.7639903414,2899.12430559404,3688.20539197863,3309.53585660581,3075.37718808879,3073.13806880324,3244.42777549596,2951.38094933182,942.828188145803,2453.22282520215,693.939005169942,2889.63607322048,1944.46187004054,3625.06940854472,2786.60393673583,3279.08306705528,2389.19645183212,2190.47574604545,645.506181428686,3000.28411318553,3302.49562681493,3058.56745490634,830.2394043089,1821.96925426908,2639.34578392359,835.91392217769,2163.12905499594,3491.42056193326,2776.78350020854
